bookingId,airbnbHostId,listingId,amenitiesId,airbnbPropertyId,reviewId,checkInOutId,locationId,pricingId,occupancyRateLtm,numberOfBookingsLtm,numberOfBookingsLtmObservedMonth,countBlockedDaysLtm,instantBookEnabled,countReservationDaysLtm,countavailableDaysLtm,annualRevenueLtmUSD,annualRevenueLtmNative
NEWBOK194,243906967,NEWLIS194,NEWAMT194,51554955,NEWREV194,NEWCHK194,NEWLOC194,NEWPRC194,42,4,1,301,FALSE,23,64,6755,6755
NEWBOK427,107434423,NEWLIS427,NEWAMT427,6.02676E+17,NEWREV427,NEWCHK427,NEWLOC427,NEWPRC427,72,0,-3,335,FALSE,18,30,6113,6113
NEWBOK129,35174210,NEWLIS129,NEWAMT129,7.36139E+17,NEWREV129,NEWCHK129,NEWLOC129,NEWPRC129,19,0,-3,282,FALSE,13,83,6308,6308
NEWBOK270,471710575,NEWLIS270,NEWAMT270,6.79738E+17,NEWREV270,NEWCHK270,NEWLOC270,NEWPRC270,95,65,62,110,FALSE,201,255,33673,33673
NEWBOK458,12829834,NEWLIS458,NEWAMT458,26849155,NEWREV458,NEWCHK458,NEWLOC458,NEWPRC458,91,63,53,51,TRUE,238,314,44573,44573
NEWBOK386,4928796,NEWLIS386,NEWAMT386,5411046,NEWREV386,NEWCHK386,NEWLOC386,NEWPRC386,71,1,-9,234,FALSE,77,131,7463,7463
NEWBOK317,251447997,NEWLIS317,NEWAMT317,36493850,NEWREV317,NEWCHK317,NEWLOC317,NEWPRC317,87,28,18,115,FALSE,182,250,51862,51862
NEWBOK420,219517861,NEWLIS420,NEWAMT420,38480777,NEWREV420,NEWCHK420,NEWLOC420,NEWPRC420,90,30,27,230,TRUE,101,135,84334,84334
NEWBOK387,482140449,NEWLIS387,NEWAMT387,7.29948E+17,NEWREV387,NEWCHK387,NEWLOC387,NEWPRC387,77,2,-1,337,FALSE,18,28,3320,3320
NEWBOK328,149466462,NEWLIS328,NEWAMT328,54281793,NEWREV328,NEWCHK328,NEWLOC328,NEWPRC328,74,21,18,26,FALSE,210,339,25839,25839
NEWBOK130,48713620,NEWLIS130,NEWAMT130,8.87258E+17,NEWREV130,NEWCHK130,NEWLOC130,NEWPRC130,51,6,3,283,FALSE,35,82,6900,6900
NEWBOK80,174786681,NEWLIS80,NEWAMT80,41007370,NEWREV80,NEWCHK80,NEWLOC80,NEWPRC80,80,3,0,296,FALSE,46,69,2971,2971
NEWBOK286,21148422,NEWLIS286,NEWAMT286,15356912,NEWREV286,NEWCHK286,NEWLOC286,NEWPRC286,60,0,13,365,FALSE,0,0,749,749
NEWBOK287,305115639,NEWLIS287,NEWAMT287,6.71988E+17,NEWREV287,NEWCHK287,NEWLOC287,NEWPRC287,100,0,-2,332,FALSE,32,33,7458,7458
NEWBOK311,27487630,NEWLIS311,NEWAMT311,53798736,NEWREV311,NEWCHK311,NEWLOC311,NEWPRC311,95,97,94,89,TRUE,219,276,68171,68171
NEWBOK469,51756472,NEWLIS469,NEWAMT469,8.7163E+17,NEWREV469,NEWCHK469,NEWLOC469,NEWPRC469,76,0,-5,354,FALSE,7,11,1948,1948
NEWBOK299,364419390,NEWLIS299,NEWAMT299,8.47781E+17,NEWREV299,NEWCHK299,NEWLOC299,NEWPRC299,90,2,1,333,FALSE,24,32,4090,4090
NEWBOK155,521984904,NEWLIS155,NEWAMT155,9.29312E+17,NEWREV155,NEWCHK155,NEWLOC155,NEWPRC155,69,2,0,304,FALSE,35,61,6398,6398
NEWBOK499,7749403,NEWLIS499,NEWAMT499,1732667,NEWREV499,NEWCHK499,NEWLOC499,NEWPRC499,100,3,3,342,FALSE,20,23,4110,4110
NEWBOK374,12022058,NEWLIS374,NEWAMT374,6.22556E+17,NEWREV374,NEWCHK374,NEWLOC374,NEWPRC374,85,16,13,244,FALSE,86,121,58830,58830
NEWBOK455,495558344,NEWLIS455,NEWAMT455,9.74565E+17,NEWREV455,NEWCHK455,NEWLOC455,NEWPRC455,70,4,3,317,FALSE,28,48,5981,5981
NEWBOK466,147171551,NEWLIS466,NEWAMT466,20879649,NEWREV466,NEWCHK466,NEWLOC466,NEWPRC466,60,0,13,361,TRUE,2,4,670,670
NEWBOK82,459307723,NEWLIS82,NEWAMT82,8.41812E+17,NEWREV82,NEWCHK82,NEWLOC82,NEWPRC82,62,8,5,334,FALSE,16,31,3364,3364
NEWBOK255,74613535,NEWLIS255,NEWAMT255,21645049,NEWREV255,NEWCHK255,NEWLOC255,NEWPRC255,83,17,7,241,TRUE,86,124,28191,28191
NEWBOK56,348281346,NEWLIS56,NEWAMT56,45100275,NEWREV56,NEWCHK56,NEWLOC56,NEWPRC56,100,2,-7,357,FALSE,8,8,1310,1310
NEWBOK96,50145243,NEWLIS96,NEWAMT96,9713348,NEWREV96,NEWCHK96,NEWLOC96,NEWPRC96,69,8,-2,225,FALSE,81,140,8128,8128
NEWBOK416,1002705,NEWLIS416,NEWAMT416,7.33585E+17,NEWREV416,NEWCHK416,NEWLOC416,NEWPRC416,95,52,49,132,FALSE,185,233,28333,28333
NEWBOK388,481991674,NEWLIS388,NEWAMT388,9.62295E+17,NEWREV388,NEWCHK388,NEWLOC388,NEWPRC388,89,1,0,334,FALSE,23,31,2621,2621
NEWBOK283,319005137,NEWLIS283,NEWAMT283,52189312,NEWREV283,NEWCHK283,NEWLOC283,NEWPRC283,55,1,-2,354,TRUE,5,11,1209,1209
NEWBOK364,5931428,NEWLIS364,NEWAMT364,1078017,NEWREV364,NEWCHK364,NEWLOC364,NEWPRC364,36,0,-3,289,FALSE,23,76,2791,2791
NEWBOK372,120618006,NEWLIS372,NEWAMT372,7.99556E+17,NEWREV372,NEWCHK372,NEWLOC372,NEWPRC372,64,0,-1,350,FALSE,8,15,1622,1622
NEWBOK474,281408829,NEWLIS474,NEWAMT474,6.44132E+17,NEWREV474,NEWCHK474,NEWLOC474,NEWPRC474,74,9,6,214,FALSE,93,151,7822,7822
NEWBOK171,121252500,NEWLIS171,NEWAMT171,18311331,NEWREV171,NEWCHK171,NEWLOC171,NEWPRC171,45,0,-3,357,FALSE,3,8,130,130
NEWBOK316,486712682,NEWLIS316,NEWAMT316,7.54878E+17,NEWREV316,NEWCHK316,NEWLOC316,NEWPRC316,99,27,24,140,FALSE,185,225,19825,19825
NEWBOK318,65890154,NEWLIS318,NEWAMT318,9.84681E+17,NEWREV318,NEWCHK318,NEWLOC318,NEWPRC318,100,5,4,334,FALSE,30,31,6479,6479
NEWBOK87,304399348,NEWLIS87,NEWAMT87,47098633,NEWREV87,NEWCHK87,NEWLOC87,NEWPRC87,29,0,2,339,FALSE,6,26,9048,9048
SANBOK109,49730892,SANLIS109,SANAMT109,9611854,SANREV109,SANCHK109,SANLOC109,SANPRC109,63,1,-2,329,FALSE,19,36,3447,3447
SANBOK274,1563282,SANLIS274,SANAMT274,10749747,SANREV274,SANCHK274,SANLOC274,SANPRC274,91,43,40,17,FALSE,263,348,38318,38318
SANBOK345,31021771,SANLIS345,SANAMT345,28459122,SANREV345,SANCHK345,SANLOC345,SANPRC345,94,5,2,273,FALSE,72,92,19758,19758
SANBOK389,21196676,SANLIS389,SANAMT389,8974563,SANREV389,SANCHK389,SANLOC389,SANPRC389,90,82,79,50,TRUE,236,315,25677,25677
SANBOK222,165901112,SANLIS222,SANAMT222,48753894,SANREV222,SANCHK222,SANLOC222,SANPRC222,86,21,18,41,TRUE,232,324,47240,47240
SANBOK450,1032643,SANLIS450,SANAMT450,220418,SANREV450,SANCHK450,SANLOC450,SANPRC450,59,66,63,24,FALSE,168,341,17673,17673
SANBOK132,8037793,SANLIS132,SANAMT132,2139562,SANREV132,SANCHK132,SANLOC132,SANPRC132,49,0,-3,304,FALSE,25,61,5739,5739
SANBOK265,59258209,SANLIS265,SANAMT265,18878559,SANREV265,SANCHK265,SANLOC265,SANPRC265,70,8,5,219,FALSE,85,146,7310,7310
SANBOK353,1852503,SANLIS353,SANAMT353,21233544,SANREV353,SANCHK353,SANLOC353,SANPRC353,100,51,48,163,TRUE,188,202,24025,24025
SANBOK175,100390518,SANLIS175,SANAMT175,40591203,SANREV175,SANCHK175,SANLOC175,SANPRC175,41,11,8,199,TRUE,57,166,6264,6264
SANBOK263,66107483,SANLIS263,SANAMT263,16441272,SANREV263,SANCHK263,SANLOC263,SANPRC263,31,5,-5,141,FALSE,58,224,14388,14388
SANBOK383,99542736,SANLIS383,SANAMT383,52269214,SANREV383,SANCHK383,SANLOC383,SANPRC383,82,93,90,0,FALSE,249,365,45023,45023
SANBOK256,49425233,SANLIS256,SANAMT256,20933318,SANREV256,SANCHK256,SANLOC256,SANPRC256,98,26,23,173,FALSE,157,192,40263,40263
SANBOK50,418448354,SANLIS50,SANAMT50,51929867,SANREV50,SANCHK50,SANLOC50,SANPRC50,100,59,56,107,TRUE,215,258,52192,52192
SANBOK492,253575857,SANLIS492,SANAMT492,51790724,SANREV492,SANCHK492,SANLOC492,SANPRC492,69,15,5,201,FALSE,94,164,10516,10516
SANBOK297,3924145,SANLIS297,SANAMT297,3157463,SANREV297,SANCHK297,SANLOC297,SANPRC297,100,10,7,303,FALSE,60,62,29400,29400
SANBOK15,55550031,SANLIS15,SANAMT15,22430481,SANREV15,SANCHK15,SANLOC15,SANPRC15,74,23,20,120,TRUE,152,245,30755,30755
SANBOK300,4189517,SANLIS300,SANAMT300,795254,SANREV300,SANCHK300,SANLOC300,SANPRC300,96,2,-1,304,FALSE,49,61,9921,9921
SANBOK32,1188065,SANLIS32,SANAMT32,7459988,SANREV32,SANCHK32,SANLOC32,SANPRC32,14,2,-1,348,FALSE,2,17,912,912
SANBOK126,48618681,SANLIS126,SANAMT126,28390797,SANREV126,SANCHK126,SANLOC126,SANPRC126,100,22,19,250,FALSE,108,115,54145,54145
SANBOK69,85132,SANLIS69,SANAMT69,42205156,SANREV69,SANCHK69,SANLOC69,SANPRC69,16,1,-9,335,FALSE,4,30,1896,1896
SANBOK40,86027378,SANLIS40,SANAMT40,14654471,SANREV40,SANCHK40,SANLOC40,SANPRC40,43,2,-1,249,FALSE,42,116,2424,2424
SANBOK463,3617002,SANLIS463,SANAMT463,13128357,SANREV463,SANCHK463,SANLOC463,SANPRC463,75,45,42,12,FALSE,222,353,27515,27515
SANBOK240,20704144,SANLIS240,SANAMT240,42067678,SANREV240,SANCHK240,SANLOC240,SANPRC240,34,11,8,165,FALSE,57,200,13532,13532
SANBOK209,72387792,SANLIS209,SANAMT209,20305889,SANREV209,SANCHK209,SANLOC209,SANPRC209,75,38,35,70,FALSE,184,295,128715,128715
SANBOK84,3198527,SANLIS84,SANAMT84,2042095,SANREV84,SANCHK84,SANLOC84,SANPRC84,85,2,-1,304,TRUE,43,61,6053,6053
SANBOK456,100586872,SANLIS456,SANAMT456,31339864,SANREV456,SANCHK456,SANLOC456,SANPRC456,100,138,135,17,TRUE,318,348,53208,53208
SANBOK400,337960,SANLIS400,SANAMT400,20393341,SANREV400,SANCHK400,SANLOC400,SANPRC400,78,56,46,73,FALSE,189,292,44140,44140
SANBOK165,3794114,SANLIS165,SANAMT165,43821247,SANREV165,SANCHK165,SANLOC165,SANPRC165,66,13,10,177,TRUE,104,188,12296,12296
SANBOK18,64646820,SANLIS18,SANAMT18,23685499,SANREV18,SANCHK18,SANLOC18,SANPRC18,78,12,2,238,FALSE,83,127,20604,20604
SANBOK47,47514427,SANLIS47,SANAMT47,13284332,SANREV47,SANCHK47,SANLOC47,SANPRC47,66,33,23,109,FALSE,141,256,51533,51533
SANBOK257,14950298,SANLIS257,SANAMT257,53517568,SANREV257,SANCHK257,SANLOC257,SANPRC257,76,29,26,54,FALSE,197,311,57767,57767
SANBOK248,253554260,SANLIS248,SANAMT248,48149914,SANREV248,SANCHK248,SANLOC248,SANPRC248,85,0,-10,334,TRUE,22,31,2925,2925
SANBOK461,40419188,SANLIS461,SANAMT461,9990865,SANREV461,SANCHK461,SANLOC461,SANPRC461,65,28,25,44,FALSE,174,321,141492,141492
SANBOK243,64646820,SANLIS243,SANAMT243,23884346,SANREV243,SANCHK243,SANLOC243,SANPRC243,79,16,6,133,FALSE,152,232,39222,39222
SANBOK279,421626962,SANLIS279,SANAMT279,52191355,SANREV279,SANCHK279,SANLOC279,SANPRC279,68,44,41,28,TRUE,190,337,22146,22146
SANBOK418,6884446,SANLIS418,SANAMT418,6163821,SANREV418,SANCHK418,SANLOC418,SANPRC418,100,113,110,95,FALSE,228,270,48385,48385
SANBOK342,191314376,SANLIS342,SANAMT342,25434116,SANREV342,SANCHK342,SANLOC342,SANPRC342,48,33,30,0,FALSE,145,365,17047,17047
SANBOK477,30916579,SANLIS477,SANAMT477,30056107,SANREV477,SANCHK477,SANLOC477,SANPRC477,100,8,5,303,FALSE,61,62,60782,60782
SANBOK105,2259098,SANLIS105,SANAMT105,13788740,SANREV105,SANCHK105,SANLOC105,SANPRC105,100,6,3,361,FALSE,4,4,1800,1800
SANBOK261,47514427,SANLIS261,SANAMT261,21578559,SANREV261,SANCHK261,SANLOC261,SANPRC261,68,29,26,121,FALSE,137,244,30952,30952
SANBOK12,405598639,SANLIS12,SANAMT12,50799581,SANREV12,SANCHK12,SANLOC12,SANPRC12,97,59,56,81,FALSE,230,284,36754,36754
SANBOK414,48424042,SANLIS414,SANAMT414,41393913,SANREV414,SANCHK414,SANLOC414,SANPRC414,74,35,32,113,TRUE,155,252,31716,31716
SANBOK333,580606,SANLIS333,SANAMT333,114401,SANREV333,SANCHK333,SANLOC333,SANPRC333,71,73,70,0,FALSE,216,365,30061,30061
SANBOK238,7208147,SANLIS238,SANAMT238,1328186,SANREV238,SANCHK238,SANLOC238,SANPRC238,83,0,-3,336,FALSE,20,29,16849,16849
SANBOK66,107400974,SANLIS66,SANAMT66,22015376,SANREV66,SANCHK66,SANLOC66,SANPRC66,92,14,11,238,FALSE,97,127,40889,40889
SANBOK244,52178915,SANLIS244,SANAMT244,48907152,SANREV244,SANCHK244,SANLOC244,SANPRC244,100,6,3,331,FALSE,33,34,4216,4216
SANBOK85,84154713,SANLIS85,SANAMT85,16858141,SANREV85,SANCHK85,SANLOC85,SANPRC85,68,26,23,59,TRUE,173,306,9858,9858
SANBOK205,162674732,SANLIS205,SANAMT205,43390069,SANREV205,SANCHK205,SANLOC205,SANPRC205,49,65,55,95,TRUE,110,270,31884,31884
SANBOK86,91464797,SANLIS86,SANAMT86,14705126,SANREV86,SANCHK86,SANLOC86,SANPRC86,92,78,75,40,FALSE,248,325,73736,73736
SYDBOK37,148607219,SYDLIS37,SYDAMT37,27788096,SYDREV37,SYDCHK37,SYDLOC37,SYDPRC37,67,12,9,210,TRUE,87,155,15655,23482.5
SYDBOK265,50034341,SYDLIS265,SYDAMT265,9686594,SYDREV265,SYDCHK265,SYDLOC265,SYDPRC265,48,21,18,69,TRUE,119,296,45671,68506.5
SYDBOK379,48015044,SYDLIS379,SYDAMT379,48778557,SYDREV379,SYDCHK379,SYDLOC379,SYDPRC379,83,34,31,76,TRUE,199,289,49183,73774.5
SYDBOK110,232000825,SYDLIS110,SYDAMT110,41984360,SYDREV110,SYDCHK110,SYDLOC110,SYDPRC110,100,51,48,74,FALSE,255,291,84777,127165.5
SYDBOK408,21151187,SYDLIS408,SYDAMT408,26785847,SYDREV408,SYDCHK408,SYDLOC408,SYDPRC408,90,3,0,296,TRUE,52,69,54224,81336
SYDBOK321,188286220,SYDLIS321,SYDAMT321,52943442,SYDREV321,SYDCHK321,SYDLOC321,SYDPRC321,31,0,-3,334,TRUE,8,31,826,1239
SYDBOK44,9157690,SYDLIS44,SYDAMT44,21114033,SYDREV44,SYDCHK44,SYDLOC44,SYDPRC44,78,15,12,181,FALSE,120,184,37363,56044.5
SYDBOK254,149203079,SYDLIS254,SYDAMT254,22133114,SYDREV254,SYDCHK254,SYDLOC254,SYDPRC254,93,42,39,91,FALSE,212,274,40009,60013.5
SYDBOK136,10642428,SYDLIS136,SYDAMT136,3273191,SYDREV136,SYDCHK136,SYDLOC136,SYDPRC136,100,17,14,263,FALSE,90,102,15419,23128.5
SYDBOK226,370226962,SYDLIS226,SYDAMT226,48646820,SYDREV226,SYDCHK226,SYDLOC226,SYDPRC226,93,24,21,178,FALSE,145,187,59995,89992.5
SYDBOK478,97470733,SYDLIS478,SYDAMT478,48923260,SYDREV478,SYDCHK478,SYDLOC478,SYDPRC478,98,23,13,290,FALSE,64,75,6077,9115.5
SYDBOK441,15739069,SYDLIS441,SYDAMT441,14748875,SYDREV441,SYDCHK441,SYDLOC441,SYDPRC441,92,9,6,158,FALSE,158,207,21408,32112
SYDBOK282,38651666,SYDLIS282,SYDAMT282,40853425,SYDREV282,SYDCHK282,SYDLOC282,SYDPRC282,100,25,22,228,TRUE,137,137,9842,14763
SYDBOK498,158939844,SYDLIS498,SYDAMT498,21949234,SYDREV498,SYDCHK498,SYDLOC498,SYDPRC498,65,3,0,339,FALSE,14,26,1446,2169
SYDBOK499,297512659,SYDLIS499,SYDAMT499,49619060,SYDREV499,SYDCHK499,SYDLOC499,SYDPRC499,22,5,-5,200,TRUE,30,165,5155,7732.5
SYDBOK100,224249958,SYDLIS100,SYDAMT100,31629032,SYDREV100,SYDCHK100,SYDLOC100,SYDPRC100,86,29,26,88,FALSE,199,277,28187,42280.5
SYDBOK10,91961414,SYDLIS10,SYDAMT10,44145723,SYDREV10,SYDCHK10,SYDLOC10,SYDPRC10,52,54,51,6,TRUE,157,359,20785,31177.5
SYDBOK270,22643524,SYDLIS270,SYDAMT270,16234810,SYDREV270,SYDCHK270,SYDLOC270,SYDPRC270,100,37,34,116,FALSE,221,249,25397,38095.5
SYDBOK368,102653704,SYDLIS368,SYDAMT368,16950118,SYDREV368,SYDCHK368,SYDLOC368,SYDPRC368,100,68,65,106,FALSE,254,259,19869,29803.5
SYDBOK130,15885982,SYDLIS130,SYDAMT130,22251488,SYDREV130,SYDCHK130,SYDLOC130,SYDPRC130,100,8,5,270,FALSE,88,95,31898,47847
SYDBOK163,256161584,SYDLIS163,SYDAMT163,33948484,SYDREV163,SYDCHK163,SYDLOC163,SYDPRC163,97,41,38,65,FALSE,242,300,28019,42028.5
SYDBOK410,36102806,SYDLIS410,SYDAMT410,48528586,SYDREV410,SYDCHK410,SYDLOC410,SYDPRC410,100,9,6,228,FALSE,121,137,16325,24487.5
SYDBOK426,15739069,SYDLIS426,SYDAMT426,28260836,SYDREV426,SYDCHK426,SYDLOC426,SYDPRC426,95,11,8,162,FALSE,160,203,32329,48493.5
SYDBOK268,7065972,SYDLIS268,SYDAMT268,21324600,SYDREV268,SYDCHK268,SYDLOC268,SYDPRC268,95,9,6,108,FALSE,203,257,18067,27100.5
SYDBOK252,255913468,SYDLIS252,SYDAMT252,33886974,SYDREV252,SYDCHK252,SYDLOC252,SYDPRC252,28,11,8,171,TRUE,45,194,13076,19614
SYDBOK474,145764204,SYDLIS474,SYDAMT474,20429843,SYDREV474,SYDCHK474,SYDLOC474,SYDPRC474,100,19,16,277,FALSE,86,88,3695,5542.5
SYDBOK496,233962999,SYDLIS496,SYDAMT496,31293148,SYDREV496,SYDCHK496,SYDLOC496,SYDPRC496,65,87,84,172,TRUE,104,193,42026,63039
SYDBOK185,19703653,SYDLIS185,SYDAMT185,27555572,SYDREV185,SYDCHK185,SYDLOC185,SYDPRC185,100,44,41,213,FALSE,129,152,28436,42654
SYDBOK397,151030999,SYDLIS397,SYDAMT397,21206434,SYDREV397,SYDCHK397,SYDLOC397,SYDPRC397,80,27,24,50,TRUE,209,315,16281,24421.5
SYDBOK155,308798189,SYDLIS155,SYDAMT155,40687985,SYDREV155,SYDCHK155,SYDLOC155,SYDPRC155,100,35,32,103,TRUE,224,262,27863,41794.5
SYDBOK85,209143501,SYDLIS85,SYDAMT85,27703582,SYDREV85,SYDCHK85,SYDLOC85,SYDPRC85,100,59,56,59,TRUE,278,306,19931,29896.5
SYDBOK339,318838419,SYDLIS339,SYDAMT339,41486706,SYDREV339,SYDCHK339,SYDLOC339,SYDPRC339,93,67,64,88,TRUE,215,277,65452,98178
SYDBOK29,279001183,SYDLIS29,SYDAMT29,30976980,SYDREV29,SYDCHK29,SYDLOC29,SYDPRC29,91,24,21,198,TRUE,126,167,21828,32742
SYDBOK117,84190096,SYDLIS117,SYDAMT117,21383824,SYDREV117,SYDCHK117,SYDLOC117,SYDPRC117,100,76,73,39,TRUE,283,326,18582,27873
SYDBOK486,3276177,SYDLIS486,SYDAMT486,40663885,SYDREV486,SYDCHK486,SYDLOC486,SYDPRC486,86,7,-3,179,FALSE,133,186,51507,77260.5
SYDBOK373,91931192,SYDLIS373,SYDAMT373,38163061,SYDREV373,SYDCHK373,SYDLOC373,SYDPRC373,19,29,26,28,TRUE,54,337,72354,108531
SYDBOK113,279001183,SYDLIS113,SYDAMT113,31559938,SYDREV113,SYDCHK113,SYDLOC113,SYDPRC113,70,26,23,114,TRUE,146,251,38299,57448.5
SYDBOK49,3882146,SYDLIS49,SYDAMT49,17347940,SYDREV49,SYDCHK49,SYDLOC49,SYDPRC49,96,70,67,137,FALSE,183,228,38518,57777
SYDBOK387,326403594,SYDLIS387,SYDAMT387,41468466,SYDREV387,SYDCHK387,SYDLOC387,SYDPRC387,86,18,15,217,FALSE,106,148,21372,32058
SYDBOK246,733574,SYDLIS246,SYDAMT246,21044299,SYDREV246,SYDCHK246,SYDLOC246,SYDPRC246,100,15,12,176,FALSE,183,189,21129,31693.5
SYDBOK338,44628208,SYDLIS338,SYDAMT338,21177860,SYDREV338,SYDCHK338,SYDLOC338,SYDPRC338,82,34,31,67,TRUE,204,298,119802,179703
SYDBOK313,225294487,SYDLIS313,SYDAMT313,46908538,SYDREV313,SYDCHK313,SYDLOC313,SYDPRC313,68,39,36,42,TRUE,184,323,100792,151188
SYDBOK382,279001183,SYDLIS382,SYDAMT382,40865382,SYDREV382,SYDCHK382,SYDLOC382,SYDPRC382,83,29,26,98,TRUE,173,267,34481,51721.5
SYDBOK156,338022273,SYDLIS156,SYDAMT156,44380604,SYDREV156,SYDCHK156,SYDLOC156,SYDPRC156,52,75,72,160,TRUE,89,205,21640,32460
SYDBOK335,5144857,SYDLIS335,SYDAMT335,42896022,SYDREV335,SYDCHK335,SYDLOC335,SYDPRC335,83,48,38,78,TRUE,198,287,17628,26442
SYDBOK118,2450066,SYDLIS118,SYDAMT118,46802673,SYDREV118,SYDCHK118,SYDLOC118,SYDPRC118,75,20,17,148,FALSE,136,217,42881,64321.5
SYDBOK369,30941010,SYDLIS369,SYDAMT369,5960077,SYDREV369,SYDCHK369,SYDLOC369,SYDPRC369,71,15,12,267,TRUE,58,98,22884,34326
SYDBOK221,526140891,SYDLIS221,SYDAMT221,45883281,SYDREV221,SYDCHK221,SYDLOC221,SYDPRC221,68,50,47,33,TRUE,187,332,62784,94176
SYDBOK250,157241687,SYDLIS250,SYDAMT250,42791020,SYDREV250,SYDCHK250,SYDLOC250,SYDPRC250,100,67,64,39,TRUE,272,326,28769,43153.5
SYDBOK196,4097695,SYDLIS196,SYDAMT196,9909606,SYDREV196,SYDCHK196,SYDLOC196,SYDPRC196,39,6,3,167,FALSE,65,198,7807,11710.5
TOKBOK35,34150273,TOKLIS35,TOKAMT35,33409446,TOKREV35,TOKCHK35,TOKLOC35,TOKPRC35,100,48,45,88,TRUE,247,277,73681,10741953
TOKBOK119,219626956,TOKLIS119,TOKAMT119,29147350,TOKREV119,TOKCHK119,TOKLOC119,TOKPRC119,100,113,110,0,TRUE,328,365,65007,9477370.5
TOKBOK470,321813721,TOKLIS470,TOKAMT470,41482209,TOKREV470,TOKCHK470,TOKLOC470,TOKPRC470,65,40,37,131,TRUE,126,234,22821,3327073.6
TOKBOK265,62389310,TOKLIS265,TOKAMT265,16425779,TOKREV265,TOKCHK265,TOKLOC265,TOKPRC265,100,24,21,147,TRUE,189,218,23220,3385243.8
TOKBOK123,302841604,TOKLIS123,TOKAMT123,39761312,TOKREV123,TOKCHK123,TOKLOC123,TOKPRC123,87,120,117,212,TRUE,111,153,16639,2425799.8
TOKBOK414,310085533,TOKLIS414,TOKAMT414,40162550,TOKREV414,TOKCHK414,TOKLOC414,TOKPRC414,91,61,58,0,FALSE,276,365,43057,6277280
TOKBOK127,61184736,TOKLIS127,TOKAMT127,13419487,TOKREV127,TOKCHK127,TOKLOC127,TOKPRC127,100,7,4,235,TRUE,115,130,5136,748777.4
TOKBOK338,71883032,TOKLIS338,TOKAMT338,38557991,TOKREV338,TOKCHK338,TOKLOC338,TOKPRC338,63,10,-1,266,TRUE,52,99,46248,6742495.9
TOKBOK225,6504053,TOKLIS225,TOKAMT225,43132172,TOKREV225,TOKCHK225,TOKLOC225,TOKPRC225,100,30,27,87,FALSE,234,278,34756,5067077.2
TOKBOK420,4838043,TOKLIS420,TOKAMT420,24743195,TOKREV420,TOKCHK420,TOKLOC420,TOKPRC420,100,50,39,53,TRUE,266,312,13894,2025606.3
TOKBOK492,343260789,TOKLIS492,TOKAMT492,43795408,TOKREV492,TOKCHK492,TOKLOC492,TOKPRC492,100,12,9,247,TRUE,108,118,13504,1968748.2
TOKBOK34,161804725,TOKLIS34,TOKAMT34,8.1202E+17,TOKREV34,TOKCHK34,TOKLOC34,TOKPRC34,100,3,0,361,FALSE,4,4,192,27991.7
TOKBOK199,338696128,TOKLIS199,TOKAMT199,42591117,TOKREV199,TOKCHK199,TOKLOC199,TOKPRC199,98,9,6,183,TRUE,148,182,17812,2596811.5
TOKBOK210,152271580,TOKLIS210,TOKAMT210,35486485,TOKREV210,TOKCHK210,TOKLOC210,TOKPRC210,100,72,69,16,TRUE,295,349,36434,5311712.9
TOKBOK219,152802905,TOKLIS219,TOKAMT219,28556189,TOKREV219,TOKCHK219,TOKLOC219,TOKPRC219,87,36,33,49,FALSE,228,316,28824,4202251
TOKBOK189,415394351,TOKLIS189,TOKAMT189,51587577,TOKREV189,TOKCHK189,TOKLOC189,TOKPRC189,92,69,66,178,FALSE,144,187,27950,4074830.5
TOKBOK449,332233977,TOKLIS449,TOKAMT449,42366816,TOKREV449,TOKCHK449,TOKLOC449,TOKPRC449,47,63,52,122,TRUE,95,243,34606,5045208.7
TOKBOK42,42068344,TOKLIS42,TOKAMT42,41112628,TOKREV42,TOKCHK42,TOKLOC42,TOKPRC42,59,5,2,306,TRUE,29,59,4074,593948.5
TOKBOK196,341382455,TOKLIS196,TOKAMT196,42922966,TOKREV196,TOKCHK196,TOKLOC196,TOKPRC196,40,7,-4,285,FALSE,27,80,6307,919497.5
TOKBOK98,78745434,TOKLIS98,TOKAMT98,15967733,TOKREV98,TOKCHK98,TOKLOC98,TOKPRC98,100,83,80,44,FALSE,304,321,32404,4724179.2
TOKBOK113,203632096,TOKLIS113,TOKAMT113,6.63946E+17,TOKREV113,TOKCHK113,TOKLOC113,TOKPRC113,45,25,22,247,FALSE,44,118,4195,611589
TOKBOK67,144246778,TOKLIS67,TOKAMT67,38363980,TOKREV67,TOKCHK67,TOKLOC67,TOKPRC67,68,7,-4,275,TRUE,51,90,3868,563915.7
TOKBOK295,30883070,TOKLIS295,TOKAMT295,9.03243E+17,TOKREV295,TOKCHK295,TOKLOC295,TOKPRC295,100,4,1,275,FALSE,75,90,9720,1417078.8
TOKBOK161,91750373,TOKLIS161,TOKAMT161,15198766,TOKREV161,TOKCHK161,TOKLOC161,TOKPRC161,48,11,8,88,FALSE,110,277,12802,1866403.6
TOKBOK282,333942571,TOKLIS282,TOKAMT282,42105529,TOKREV282,TOKCHK282,TOKLOC282,TOKPRC282,100,19,16,258,TRUE,93,107,7536,1098673.4
TOKBOK36,233094602,TOKLIS36,TOKAMT36,32701335,TOKREV36,TOKCHK36,TOKLOC36,TOKPRC36,100,76,73,82,TRUE,268,283,21791,3176909.9
